quota_definition_sid,order_number,geographical_areas,description,headings,commodities,quota_unit,monetary_unit,validity,suspension_periods,blocking_periods,status,last_allocation_date,initial_volume,balance,fill_rate
20665,50208,['Turkey'],,"['2007 – Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter']","['2007101000', '2007911000', '2007913000', '2007992000', '2007993100', '2007993300', '2007993500', '2007993900', '2007995000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,15/09/2021,292000,219027.12,0.249907123
20644,50211,['Turkey'],,"['0703 – Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled']","['0703101100', '0703101900']",Kilogram (kg),,"[2021-05-16,2022-02-15)",[],[],Critical,09/09/2021,333000,268800,0.192792793
21053,50211,['Turkey'],,"['0703 – Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled']","['0703101100', '0703101900']",Kilogram (kg),,"[2021-01-01,2021-02-15)",[],[],Closed,,55000,55000,0.00E+00
20668,50212,['Turkey'],,"['2008 – Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included']","['2008301900', '2008501900', '2008505100', '2008509200', '2008509811', '2008509813', '2008509815', '2008509819', '2008601900', '2008701900', '2008705100', '2008801900']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,350000,350000,0.00E+00
20645,50213,['Turkey'],,"['0709 – Other vegetables, fresh or chilled']",['0709300000'],Kilogram (kg),,"[2021-05-01,2022-01-15)",[],[],Open,30/07/2021,167000,161583,0.032437126
21054,50213,['Turkey'],,"['0709 – Other vegetables, fresh or chilled']",['0709300000'],Kilogram (kg),,"[2021-01-01,2021-01-15)",[],[],Closed,,9000,9000,0.00E+00
20669,50214,['Turkey'],,"['2009 – Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter']","['2009111100', '2009119100', '2009191100', '2009199100', '2009291100', '2009299100', '2009391100', '2009395100', '2009399100', '2009619000', '2009691100', '2009697900', '2009699000', '2009811100', '2009815100', '2009891100', '2009893400', '2009893500', '2009896100', '2009898500', '2009898600', '2009901100', '2009902100', '2009903100', '2009907100', '2009909200', '2009909400']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,567000,567000,0.00E+00
20646,50215,['Turkey'],,"['0709 – Other vegetables, fresh or chilled']",['0709931000'],Kilogram (kg),,"[2021-03-01,2021-12-01)",[],[],Open,,83000,83000,0.00E+00
20649,50219,['Turkey'],,"['0811 – Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter']","['0811101100', '0811201100', '0811901900']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,17000,17000,0.00E+00
20664,50221,['Turkey'],,['2002 – Tomatoes prepared or preserved otherwise than by vinegar or acetic acid'],"['2002100000', '2002901100', '2002901900']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Exhausted,26/03/2021,1484000,0,1
21055,50223,['Turkey'],,"['2007 – Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter']",['2007913000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,17000,17000,0.00E+00
20667,50225,['Turkey'],,"['2007 – Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter']",['2007993900'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Exhausted,22/03/2021,17000,0,1
20640,50227,['Turkey'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204100000', '0204210000', '0204220000', '0204300000', '0204410000', '0204420000', '0204501100', '0204501300', '0204501500', '0204501900', '0204503100', '0204505100', '0204505300', '0204505500', '0204505900', '0204507100']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,33000,33000,0.00E+00
20651,50228,['Turkey'],,"['1704 – Sugar confectionery (including white chocolate), not containing cocoa']",['1704100000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,20/09/2021,834000,523434.057,0.372381227
20652,50229,['Turkey'],,"['1704 – Sugar confectionery (including white chocolate), not containing cocoa']","['1704903000', '1704905100', '1704905500', '1704906100', '1704906500', '1704907100', '1704907500', '1704908100', '1704909911', '1704909919', '1704909991']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,02/09/2021,1667000,262244.055,0.84268503
20653,50230,['Turkey'],,['1806 – Chocolate and other food preparations containing cocoa'],"['1806102000', '1806201000', '1806203000', '1806205000', '1806207000', '1806208012', '1806208019', '1806209512', '1806209519', '1806310000', '1806320000', '1806901100', '1806901900', '1806903100', '1806903900', '1806905000', '1806906000', '1806907000', '1806909011', '1806909091']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,834000,834000,0.00E+00
20654,50231,['Turkey'],,"['1901 – Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of headings|0401|to 0404, not containing cocoa or containing less than 5|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included']",['1901200000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,150000,150000,0.00E+00
20655,50232,['Turkey'],,"['1902 – Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared']","['1902110000', '1902190000', '1902209100', '1902209900', '1902300000', '1902400000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,16/09/2021,3334000,1923146.33,0.423171467
20656,50233,['Turkey'],,"['1904 – Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked or otherwise prepared, not elsewhere specified or included']",['1904100000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,10/09/2021,83000,76914.458,0.073319783
20657,50234,['Turkey'],,"['1904 – Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked or otherwise prepared, not elsewhere specified or included']",['1904200000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,17000,17000,0.00E+00
20658,50235,['Turkey'],,"['1904 – Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked or otherwise prepared, not elsewhere specified or included']",['1904300000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,31/08/2021,1667000,14197,0.991483503
20659,50236,['Turkey'],,"['1904 – Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked or otherwise prepared, not elsewhere specified or included']",['1904900000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,16/09/2021,417000,353496.44,0.152286715
20660,50237,['Turkey'],,"[""1905 – Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products""]",['1905310000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,1667000,1667000,0.00E+00
20661,50238,['Turkey'],,"[""1905 – Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products""]",['1905320000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,500000,500000,0.00E+00
20662,50239,['Turkey'],,"[""1905 – Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products""]",['1905400000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,20000,20000,0.00E+00
20663,50240,['Turkey'],,"[""1905 – Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products""]","['1905901000', '1905902000', '1905903000', '1905904500', '1905905500', '1905907000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,1667000,1667000,0.00E+00
20670,50242,['Turkey'],,['2106 – Food preparations not elsewhere specified or included'],"['2106108000', '2106909800']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,01/09/2021,667000,663739.28,0.004888636
20642,50243,['Turkey'],,['0406 – Cheese and curd'],"['0406902900', '0406905000', '0406908620', '0406908910', '0406909210']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,05/08/2021,383000,344942.4,0.099367102
20641,50244,['Turkey'],,"['0207 – Meat and edible offal, of the poultry of heading\xa00105, fresh, chilled or frozen']","['0207251000', '0207259000', '0207273000', '0207274000', '0207275000', '0207276000', '0207277000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,167000,167000,0.00E+00
20098,50671,['Faroe Islands'],,"['0301 – Live fish', '0302 – Fish, fresh or chilled, excluding fish fillets and other fish meat of heading|0304', '0303 – Fish, frozen, excluding fish fillets and other fish meat of heading\xa00304', '0304 – Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen']","['0301919011', '0301919019', '0302112000', '0302118011', '0302118019', '0303142000', '0303149011', '0303149019', '0304421000', '0304429010', '0304821000', '0304829010', '0304992111']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,95000,95000,0.00E+00
20099,50672,['Faroe Islands'],,"['0305 – Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption']",['0305539010'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,102000,102000,0.00E+00
20100,50674,['Faroe Islands'],,"['0307 – Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption', '1605 – Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved']","['0307910010', '0307920010', '1605590010']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,163000,163000,0.00E+00
20101,50675,['Faroe Islands'],,['1604 – Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs'],"['1604110030', '1604191010', '1604201030', '1604203010']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,54000,54000,0.00E+00
20102,50676,['Faroe Islands'],,"['0306 – Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption']",['0306149010'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,102000,102000,0.00E+00
20103,50679,['Faroe Islands'],,"['0306 – Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption', '1605 – Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved']","['0306169100', '0306169900', '0306179100', '0306179200', '0306179300', '0306179400', '0306179900', '0306940000', '0306951100', '0306951900', '0306952000', '0306953091', '0306953099', '0306954000', '0306959000', '1605211000', '1605219000', '1605290000', '1605400020']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,22/03/2021,545000,535740,0.016990826
20104,50681,['Faroe Islands'],,['1604 – Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs'],"['1604170000', '1604180000', '1604199200', '1604199300', '1604199400', '1604199500', '1604199700', '1604200500', '1604209020', '1604209030', '1604209035', '1604209040', '1604209050', '1604209060', '1604209090']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,163000,163000,0.00E+00
20105,50689,['Faroe Islands'],,['2309 – Preparations of a kind used in animal feeding'],"['2309901021', '2309901081', '2309903130', '2309904120']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Exhausted,25/02/2021,2723999,0,1
20106,50690,['Faroe Islands'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204100000', '0204210000', '0204220000', '0204300000', '0204410000', '0204420000', '0204501100', '0204501300', '0204501500', '0204501900', '0204503100', '0204505100', '0204505300', '0204505500', '0204505900', '0204507100']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,3000,3000,0.00E+00
20890,50693,['Greenland'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204100000', '0204210000', '0204220000', '0204300000', '0204410000', '0204420000', '0204501100', '0204501300', '0204501500', '0204501900', '0204503100', '0204505100', '0204505300', '0204505500', '0204505900', '0204507100']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,52000,52000,0.00E+00
20570,50703,['Norway'],,"['0305 – Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption']","['0305519010', '0305519020', '0305531090']",Kilogram (kg),,"[2021-04-01,2022-01-01)",[],[],Exhausted,30/06/2021,5000,0,1
20891,50706,['Thailand'],,['1604 – Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs'],['1604205000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,987000,987000,0.00E+00
20892,50707,['ERGA OMNES'],,['1604 – Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs'],['1604205000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,234000,234000,0.00E+00
20893,50708,['Thailand'],,"['0714 – Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith']",['0714100000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,17/09/2021,2653973000,2653533050,0.00016577
20571,50709,['Norway'],,"['2202 – Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured, and other non-alcoholic beverages, not including fruit or vegetable juices of heading\xa02009']","['2202100000', '2202910010', '2202991111', '2202991119', '2202991511', '2202991519', '2202991911', '2202991919']",Litre (l),,"[2021-01-01,2022-01-01)",[],[],Open,,3000,3000,0.00E+00
20574,50713,['Norway'],,"['0303 – Fish, frozen, excluding fish fillets and other fish meat of heading\xa00304']","['0303553000', '0303559090', '0303560000', '0303599000', '0303699000', '0303820000', '0303895500', '0303899000', '0303990085']",Kilogram (kg),,"[2021-01-01,2021-05-01)",[],[],Closed,,140000,140000,0.00E+00
20575,50714,['Norway'],,"['0304 – Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen']","['0304860000', '0304992310', '0304992320', '0304992330']",Kilogram (kg),,"[2021-01-01,2021-05-01)",[],[],Closed,04/02/2021,373000,368800,0.011260054
20576,50722,['Norway'],,"['0304 – Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen']","['0304910000', '0304949000', '0304952100', '0304952500', '0304952900', '0304953000', '0304954000', '0304955000', '0304956000', '0304959000', '0304961000', '0304962000', '0304963000', '0304969000', '0304970000', '0304999920', '0304999925', '0304999940', '0304999950', '0304999965', '0304999969', '0304999970', '0304999990']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Exhausted,14/05/2021,37000,0,1
